index,ataque,tipo,dlllist_avg_dlls_per_proc,handles_nfile,handles_nkey,handles_nthread,handles_nsemaphore,handles_ntimer,handles_nmutant,ldrmodules_not_in_load,ldrmodules_not_in_mem,ldrmodules_not_in_load_avg,ldrmodules_not_in_init_avg,ldrmodules_not_in_mem_avg,malfind_ninjections,malfind_commitCharge,malfind_protection,svcscan_nservices,svcscan_process_services,svcscan_nactive,callbacks_ncallbacks,impacto ,afecta_al_activo,genera_riesgo
3090,Ransomware,Ransomware,3931428571,620,596,617,572,107,222,43,43,30692363,54960742,30692363,2,2,12,389,24,118,86,1,Activo4,riesgo
3091,Ransomware,Ransomware,3936585366,639,666,846,645,126,267,46,46,27727547,51838457,27727547,3,3,18,389,24,121,86,1,Activo11,riesgo
3092,Ransomware,Ransomware,3914634146,640,667,730,642,126,267,45,45,27305825,5157767,27305825,3,3,18,389,24,121,86,1,Activo5,riesgo
3093,Ransomware,Ransomware,389,637,662,699,608,123,262,45,45,28230866,52697616,28230866,3,3,18,389,24,121,86,1,Activo13,riesgo
3094,Ransomware,Ransomware,3902631579,626,669,674,602,116,239,43,43,28420357,52875083,28420357,3,3,18,389,24,120,86,1,Activo1,riesgo
3095,Ransomware,Ransomware,3905405405,620,665,659,596,113,230,43,43,29411765,54035568,29411765,3,3,18,389,24,118,86,1,Activo11,riesgo
3096,Ransomware,Ransomware,3905405405,623,665,663,596,113,230,43,43,29472241,54146676,29472241,3,3,18,389,24,118,86,1,Activo7,riesgo
3097,Ransomware,Ransomware,3934285714,620,596,636,572,107,223,43,43,30714286,55,30714286,2,2,12,389,24,118,86,1,Activo19,riesgo
3098,Ransomware,Ransomware,3934285714,615,596,625,572,107,223,43,43,30714286,55,30714286,2,2,12,389,24,118,86,1,Activo4,riesgo
3099,Ransomware,Ransomware,40,636,652,825,640,120,259,46,46,28660436,52336449,28660436,3,3,18,389,24,121,87,1,Activo8,riesgo
3100,Ransomware,Ransomware,40,636,652,825,640,120,259,46,46,28660436,52336449,28660436,3,3,18,389,24,121,87,1,Activo14,riesgo
3101,Ransomware,Ransomware,3905405405,623,665,661,596,113,230,43,43,29512697,54221002,29512697,3,3,18,389,24,118,87,1,Activo20,riesgo
3102,Ransomware,Ransomware,3905405405,623,665,661,596,113,230,43,43,29512697,54221002,29512697,3,3,18,389,24,118,87,1,Activo6,riesgo
3103,Ransomware,Ransomware,3971794872,636,652,773,634,120,259,46,46,28858218,52697616,28858218,3,3,18,389,24,121,87,1,Activo4,riesgo
3104,Ransomware,Ransomware,3971794872,636,652,773,634,120,259,46,46,28858218,52697616,28858218,3,3,18,389,24,121,87,1,Activo5,riesgo
3105,Ransomware,Ransomware,3936585366,640,667,766,645,126,267,46,46,27727547,51838457,27727547,3,3,18,389,24,121,87,1,Activo2,riesgo
3106,Ransomware,Ransomware,3936585366,640,667,766,645,126,267,46,46,27727547,51838457,27727547,3,3,18,389,24,121,87,1,Activo19,riesgo
3107,Ransomware,Ransomware,3914634146,640,667,717,642,126,267,45,45,27322404,51608986,27322404,3,3,18,389,24,121,87,1,Activo10,riesgo
3108,Ransomware,Ransomware,3914634146,640,667,717,642,126,267,45,45,27322404,51608986,27322404,3,3,18,389,24,121,87,1,Activo5,riesgo
3109,Ransomware,Ransomware,389,637,662,701,608,123,262,45,45,28248588,52730697,28248588,3,3,18,389,24,121,87,1,Activo16,riesgo
3110,Ransomware,Ransomware,389,637,662,701,608,123,262,45,45,28248588,52730697,28248588,3,3,18,389,24,121,87,1,Activo18,riesgo
3111,Ransomware,Ransomware,3907692308,635,680,694,604,119,257,44,44,28314028,52767053,28314028,3,3,18,389,24,120,87,1,Activo13,riesgo
3112,Ransomware,Ransomware,3907692308,635,680,694,604,119,257,44,44,28314028,52767053,28314028,3,3,18,389,24,120,87,1,Activo17,riesgo
3113,Ransomware,Ransomware,3905405405,621,665,659,596,113,230,43,43,29351536,53924915,29351536,3,3,18,389,24,118,87,1,Activo8,riesgo
3114,Ransomware,Ransomware,3905405405,621,665,659,596,113,230,43,43,29351536,53924915,29351536,3,3,18,389,24,118,87,1,Activo11,riesgo
3115,Ransomware,Ransomware,3905405405,621,665,658,596,113,230,43,43,29431896,54072553,29431896,3,3,18,389,24,118,87,1,Activo2,riesgo
3116,Ransomware,Ransomware,3905405405,621,665,658,596,113,230,43,43,29431896,54072553,29431896,3,3,18,389,24,118,87,1,Activo12,riesgo
3117,Ransomware,Ransomware,3905405405,624,665,663,596,113,230,43,43,29492455,54183813,29492455,3,3,18,389,24,118,87,1,Activo19,riesgo
3118,Ransomware,Ransomware,3905405405,624,665,663,596,113,230,43,43,29492455,54183813,29492455,3,3,18,389,24,118,87,1,Activo17,riesgo
3119,Ransomware,Ransomware,392195122,649,669,834,650,120,261,47,47,28433152,52026618,28433152,3,3,18,389,24,123,87,1,Activo7,riesgo
3120,Ransomware,Ransomware,3854054054,631,613,628,582,107,227,44,44,30365769,54520359,30365769,2,2,12,389,24,120,87,1,Activo13,riesgo
3121,Ransomware,Ransomware,3862790698,654,682,932,655,126,269,48,48,28119508,52138254,28119508,3,3,18,389,24,123,87,1,Activo9,riesgo
3122,Ransomware,Ransomware,3841860465,653,684,736,652,126,269,46,46,27138643,51327434,27138643,3,3,18,389,24,123,87,1,Activo10,riesgo
3123,Ransomware,Ransomware,3816666667,650,679,708,618,123,264,46,46,28014616,52375152,28014616,3,3,18,389,24,123,87,1,Activo10,riesgo
3124,Ransomware,Ransomware,3824390244,647,674,703,610,119,259,45,45,28125,525,28125,3,3,18,389,24,122,87,1,Activo10,riesgo
3125,Ransomware,Ransomware,3838461538,634,685,673,606,113,234,44,44,29062087,53500661,29062087,3,3,18,389,24,120,87,1,Activo14,riesgo
3126,Ransomware,Ransomware,3838461538,638,685,672,606,113,234,44,44,29119788,53606883,29119788,3,3,18,389,24,120,87,1,Activo2,riesgo
3127,Ransomware,Ransomware,3838461538,636,685,666,606,113,234,44,44,29158383,53677932,29158383,3,3,18,389,24,120,87,1,Activo14,riesgo
3128,Ransomware,Ransomware,3854054054,631,613,631,582,107,227,44,44,30365769,54520359,30365769,2,2,12,389,24,120,87,1,Activo14,riesgo
3129,Ransomware,Ransomware,3876190476,658,680,842,648,120,262,47,47,28076464,52568698,28076464,4,4,24,389,24,122,87,1,Activo11,riesgo
3130,Ransomware,Ransomware,381,647,695,680,605,116,233,44,44,28645833,54036458,28645833,4,4,24,389,24,119,87,1,Activo2,riesgo
3131,Ransomware,Ransomware,3852380952,659,682,789,642,120,262,47,47,28245192,52884615,28245192,4,4,24,389,24,122,87,1,Activo9,riesgo
3132,Ransomware,Ransomware,3847727273,665,697,877,654,129,270,47,47,27027027,51753882,27027027,4,4,24,389,24,122,87,1,Activo10,riesgo
3133,Ransomware,Ransomware,3827272727,664,697,736,651,129,270,46,46,26635785,51534453,26635785,4,4,24,389,24,122,87,1,Activo19,riesgo
3134,Ransomware,Ransomware,3802325581,662,692,719,617,126,265,46,46,27495517,5260012,27495517,4,4,24,389,24,122,87,1,Activo3,riesgo
3135,Ransomware,Ransomware,3807142857,658,687,714,609,122,258,45,45,27607362,52760736,27607362,4,4,24,389,24,121,87,1,Activo8,riesgo
3136,Ransomware,Ransomware,3719512195,645,695,677,605,116,233,44,44,28478964,53721683,28478964,4,4,24,389,24,119,87,1,Activo20,riesgo
3137,Ransomware,Ransomware,381,648,695,676,605,116,233,44,44,28571429,53896104,28571429,4,4,24,389,24,119,87,1,Activo16,riesgo
3138,Ransomware,Ransomware,381,650,695,682,605,116,233,44,44,28627196,54001301,28627196,4,4,24,389,24,119,87,1,Activo14,riesgo
3139,Ransomware,Ransomware,3876190476,658,682,837,648,120,262,47,47,28076464,52568698,28076464,4,4,24,389,24,122,87,1,Activo1,riesgo
3140,Ransomware,Ransomware,38075,647,695,675,605,116,233,44,44,28645833,54036458,28645833,4,4,24,389,24,119,87,1,Activo8,riesgo
3141,Ransomware,Ransomware,3852380952,657,682,784,642,120,262,47,47,28245192,52884615,28245192,4,4,24,389,24,122,87,1,Activo13,riesgo
3142,Ransomware,Ransomware,3847727273,664,697,809,654,129,270,47,47,27027027,51753882,27027027,4,4,24,389,24,122,87,1,Activo1,riesgo
3143,Ransomware,Ransomware,3827272727,664,697,738,651,129,270,46,46,26635785,51534453,26635785,4,4,24,389,24,122,87,1,Activo13,riesgo
3144,Ransomware,Ransomware,3802325581,661,692,721,617,126,265,46,46,27495517,5260012,27495517,4,4,24,389,24,122,87,1,Activo5,riesgo
3145,Ransomware,Ransomware,371627907,659,687,715,609,122,258,45,45,27641278,52825553,27641278,4,4,24,389,24,121,87,1,Activo3,riesgo
3146,Ransomware,Ransomware,3814634146,653,706,701,607,119,251,45,45,28427037,53695515,28427037,4,4,24,389,24,119,87,1,Activo13,riesgo
3147,Ransomware,Ransomware,3829268293,655,706,694,609,119,255,45,45,28373266,53593947,28373266,4,4,24,389,24,119,87,1,Activo5,riesgo
3148,Ransomware,Ransomware,38075,649,695,678,605,116,233,44,44,28645833,54036458,28645833,4,4,24,389,24,119,87,1,Activo15,riesgo
3149,Ransomware,Ransomware,3695555556,669,691,848,648,120,262,47,47,27517564,52693208,27517564,3,3,18,389,24,122,86,1,Activo20,riesgo
3150,Ransomware,Ransomware,3718604651,685,731,692,619,122,237,44,44,27278363,52696838,27278363,3,3,18,389,24,119,86,1,Activo15,riesgo
3151,Ransomware,Ransomware,3751111111,703,701,815,645,129,263,47,47,271206,51933064,271206,3,3,18,389,24,122,86,1,Activo4,riesgo
3152,Ransomware,Ransomware,3727659574,707,716,811,656,135,271,47,47,26154702,51196439,26154702,3,3,18,389,24,122,86,1,Activo12,riesgo
3153,Ransomware,Ransomware,3708510638,706,716,769,653,135,271,46,46,25770308,50980392,25770308,3,3,18,389,24,122,86,1,Activo20,riesgo
3154,Ransomware,Ransomware,3719565217,699,728,754,631,132,269,46,46,26315789,51487414,26315789,3,3,18,389,24,122,86,1,Activo17,riesgo
3155,Ransomware,Ransomware,3724444444,696,723,749,623,128,264,45,45,26362039,51552431,26362039,3,3,18,389,24,121,86,1,Activo18,riesgo
3156,Ransomware,Ransomware,3718604651,683,731,700,619,122,237,44,44,27143738,52436767,27143738,3,3,18,389,24,119,86,1,Activo20,riesgo
3157,Ransomware,Ransomware,3718604651,683,731,702,619,122,237,44,44,27227723,5259901,27227723,3,3,18,389,24,119,86,1,Activo8,riesgo
3158,Ransomware,Ransomware,3718604651,686,731,699,619,122,237,44,44,27261462,52664188,27261462,3,3,18,389,24,119,86,1,Activo17,riesgo
3159,Ransomware,Ransomware,3954761905,670,698,846,670,123,264,51,51,2980713,53769725,2980713,5,5,30,389,24,123,87,1,Activo3,riesgo
3160,Ransomware,Ransomware,3881578947,652,642,645,602,110,228,48,48,31936128,5655356,31936128,4,4,24,389,24,120,87,1,Activo9,riesgo
3161,Ransomware,Ransomware,3895454545,675,711,809,675,129,272,52,52,29461756,53824363,29461756,5,5,30,389,24,123,87,1,Activo15,riesgo
3162,Ransomware,Ransomware,3875,674,713,765,672,129,272,50,50,28522533,53051911,28522533,5,5,30,389,24,123,87,1,Activo17,riesgo
3163,Ransomware,Ransomware,3851162791,671,708,720,638,126,267,50,50,29411765,54117647,29411765,5,5,30,389,24,123,87,1,Activo10,riesgo
3164,Ransomware,Ransomware,385952381,668,703,714,630,122,262,49,49,29571515,54315027,29571515,5,5,30,389,24,122,87,1,Activo9,riesgo
3165,Ransomware,Ransomware,3882926829,664,722,704,630,119,257,49,49,3030303,55040198,3030303,5,5,30,389,24,120,87,1,Activo4,riesgo
3166,Ransomware,Ransomware,3882926829,669,722,700,630,119,256,49,49,30397022,55210918,30397022,5,5,30,389,24,120,87,1,Activo19,riesgo
3167,Ransomware,Ransomware,38625,655,711,680,626,116,235,48,48,30729834,55697823,30729834,5,5,30,389,24,120,87,1,Activo2,riesgo
3168,Ransomware,Ransomware,38625,654,711,664,626,116,235,48,48,30729834,55697823,30729834,5,5,30,389,24,120,87,1,Activo15,riesgo
3169,Ransomware,Ransomware,4015384615,643,660,838,640,120,260,47,47,29156328,52729529,29156328,3,3,18,389,24,122,87,1,Activo19,riesgo
3170,Ransomware,Ransomware,3918918919,630,673,666,596,113,231,44,44,30075188,5468216,30075188,3,3,18,389,24,119,87,1,Activo12,riesgo
3171,Ransomware,Ransomware,3987179487,643,660,783,634,120,260,47,47,29356652,53091818,29356652,3,3,18,389,24,122,87,1,Activo7,riesgo
3172,Ransomware,Ransomware,3948780488,647,675,778,645,126,268,47,47,28228228,52252252,28228228,3,3,18,389,24,122,87,1,Activo13,riesgo
3173,Ransomware,Ransomware,3926829268,647,675,733,642,126,268,46,46,27828191,52026618,27828191,3,3,18,389,24,122,87,1,Activo11,riesgo
3174,Ransomware,Ransomware,39025,645,670,708,608,123,263,46,46,2876798,53158224,2876798,3,3,18,389,24,122,87,1,Activo1,riesgo
3175,Ransomware,Ransomware,3912820513,641,665,702,600,119,258,45,45,28883184,53273427,28883184,3,3,18,389,24,121,87,1,Activo11,riesgo
3176,Ransomware,Ransomware,3918918919,628,673,667,596,113,231,44,44,29891304,54347826,29891304,3,3,18,389,24,119,87,1,Activo9,riesgo
3177,Ransomware,Ransomware,3918918919,631,673,672,596,113,231,44,44,29993183,54533061,29993183,3,3,18,389,24,119,87,1,Activo7,riesgo
3178,Ransomware,Ransomware,3918918919,633,673,674,596,113,231,44,44,30054645,54644809,30054645,3,3,18,389,24,119,87,1,Activo18,riesgo
3179,Ransomware,Ransomware,3852380952,662,683,835,648,120,262,47,47,28245192,52884615,28245192,3,3,18,389,24,122,87,1,Activo9,riesgo
3180,Ransomware,Ransomware,3773684211,644,627,632,580,107,226,44,44,3021978,55631868,3021978,2,2,12,389,24,119,87,1,Activo11,riesgo
3181,Ransomware,Ransomware,3797727273,667,696,798,651,126,270,48,48,27939464,52968568,27939464,3,3,18,389,24,122,87,1,Activo16,riesgo
3182,Ransomware,Ransomware,3777272727,666,698,764,650,126,270,46,46,26963658,52168816,26963658,3,3,18,389,24,122,87,1,Activo5,riesgo
3183,Ransomware,Ransomware,3777272727,666,698,728,650,126,270,46,46,27011157,52260716,27011157,3,3,18,389,24,122,87,1,Activo11,riesgo
3184,Ransomware,Ransomware,375,660,688,708,608,119,258,45,45,27985075,53482587,27985075,3,3,18,389,24,121,87,1,Activo6,riesgo
3185,Ransomware,Ransomware,3758536585,655,701,698,602,116,251,45,45,28809219,54417414,28809219,3,3,18,389,24,119,87,1,Activo11,riesgo
3186,Ransomware,Ransomware,3755,649,696,676,604,113,233,44,44,28985507,54677207,28985507,3,3,18,389,24,119,87,1,Activo13,riesgo
3187,Ransomware,Ransomware,3755,651,696,671,604,113,233,44,44,29042904,54785479,29042904,3,3,18,389,24,119,87,1,Activo20,riesgo
3188,Ransomware,Ransomware,3755,648,696,663,604,113,233,44,44,29042904,54785479,29042904,3,3,18,389,24,119,87,1,Activo10,riesgo
3189,Ransomware,Ransomware,3919047619,650,676,870,690,126,279,46,46,27218935,50887574,27218935,47,849,282,389,24,122,86,1,Activo10,riesgo
3190,Ransomware,Ransomware,38725,852,698,712,652,119,252,44,44,28205128,52564103,28205128,61,18559,366,389,24,119,86,1,Activo13,riesgo
3191,Ransomware,Ransomware,3911904762,851,682,831,684,126,281,46,46,27267338,50978068,27267338,56,10837,336,389,24,122,86,1,Activo1,riesgo
3192,Ransomware,Ransomware,3904545455,866,700,892,701,132,289,47,47,26659104,50482133,26659104,60,18527,360,389,24,122,86,1,Activo3,riesgo
3193,Ransomware,Ransomware,3884090909,866,700,789,698,132,289,46,46,26255708,50228311,26255708,61,18559,366,389,24,122,86,1,Activo17,riesgo
3194,Ransomware,Ransomware,3860465116,865,695,760,664,129,284,46,46,27106659,51266942,27106659,61,18559,366,389,24,122,86,1,Activo6,riesgo
3195,Ransomware,Ransomware,3865853659,853,702,735,658,122,259,44,44,27227723,51361386,27227723,61,18559,366,389,24,121,86,1,Activo15,riesgo
3196,Ransomware,Ransomware,38725,848,698,707,652,119,252,44,44,2804334,52262588,2804334,61,18559,366,389,24,119,86,1,Activo15,riesgo
3197,Ransomware,Ransomware,38725,848,698,711,652,119,252,44,44,28132992,52429668,28132992,61,18559,366,389,24,119,86,1,Activo7,riesgo
3198,Ransomware,Ransomware,38725,852,698,719,652,119,252,44,44,2818706,52530429,2818706,61,18559,366,389,24,119,86,1,Activo5,riesgo
3199,Ransomware,Ransomware,3890697674,668,737,844,666,123,268,47,47,27341478,51774287,27341478,3,3,18,389,24,122,86,1,Activo12,riesgo
3200,Ransomware,Ransomware,3797560976,656,750,677,622,116,239,44,44,28007638,53469128,28007638,3,3,18,389,24,119,86,1,Activo3,riesgo
3201,Ransomware,Ransomware,3865116279,668,737,789,660,123,268,47,47,27517564,52107728,27517564,3,3,18,389,24,122,86,1,Activo10,riesgo
3202,Ransomware,Ransomware,3835555556,672,752,792,671,129,276,47,47,26523702,51354402,26523702,3,3,18,389,24,122,86,1,Activo12,riesgo
3203,Ransomware,Ransomware,3815555556,672,752,746,668,129,276,46,46,26121522,51107325,26121522,3,3,18,389,24,122,86,1,Activo3,riesgo
3204,Ransomware,Ransomware,3790909091,669,747,725,634,126,271,46,46,26963658,52168816,26963658,3,3,18,389,24,122,86,1,Activo2,riesgo
3205,Ransomware,Ransomware,3793023256,667,742,716,626,122,264,45,45,27059531,52315093,27059531,3,3,18,389,24,121,86,1,Activo18,riesgo
3206,Ransomware,Ransomware,3797619048,661,738,695,620,119,257,45,45,27846535,53217822,27846535,3,3,18,389,24,119,86,1,Activo9,riesgo
3207,Ransomware,Ransomware,3819047619,665,761,697,626,119,261,45,45,27726433,52988293,27726433,3,3,18,389,24,119,86,1,Activo18,riesgo
3208,Ransomware,Ransomware,3819047619,660,760,686,624,119,241,45,45,27777778,5308642,27777778,3,3,18,389,24,119,86,1,Activo5,riesgo
3209,Ransomware,Ransomware,3842857143,657,677,831,648,120,261,47,47,28313253,53012048,28313253,3,3,18,389,24,122,86,1,Activo14,riesgo
3210,Ransomware,Ransomware,394,621,603,631,572,107,223,43,43,30670471,54921541,30670471,2,2,12,389,24,120,86,1,Activo3,riesgo
3211,Ransomware,Ransomware,3941463415,644,672,809,643,126,267,46,46,2769416,51776039,2769416,3,3,18,389,24,123,86,1,Activo8,riesgo
3212,Ransomware,Ransomware,3919512195,643,674,754,642,126,267,45,45,27256208,51483949,27256208,3,3,18,389,24,123,86,1,Activo4,riesgo
3213,Ransomware,Ransomware,3919512195,643,674,720,642,126,267,45,45,27289266,51546392,27289266,3,3,18,389,24,123,86,1,Activo13,riesgo
3214,Ransomware,Ransomware,3895,640,669,708,608,123,262,45,45,28230866,52697616,28230866,3,3,18,389,24,123,86,1,Activo4,riesgo
3215,Ransomware,Ransomware,381025641,629,676,683,602,116,237,43,43,28420357,52875083,28420357,3,3,18,389,24,121,86,1,Activo14,riesgo
3216,Ransomware,Ransomware,3910810811,624,672,663,596,113,230,43,43,29391661,53998633,29391661,3,3,18,389,24,120,86,1,Activo2,riesgo
3217,Ransomware,Ransomware,3910810811,629,672,665,596,113,230,43,43,29452055,54109589,29452055,3,3,18,389,24,120,86,1,Activo16,riesgo
3218,Ransomware,Ransomware,3910810811,629,672,658,596,113,230,43,43,29492455,54183813,29492455,3,3,18,389,24,120,86,1,Activo14,riesgo
3219,Ransomware,Ransomware,3876190476,658,680,836,648,120,262,47,47,28076464,52568698,28076464,4,4,24,389,24,122,87,1,Activo12,riesgo
3220,Ransomware,Ransomware,38075,646,695,679,605,116,233,44,44,28608583,5396619,28608583,4,4,24,389,24,119,87,1,Activo14,riesgo
3221,Ransomware,Ransomware,3852380952,659,682,784,642,120,262,47,47,28245192,52884615,28245192,4,4,24,389,24,122,87,1,Activo7,riesgo
3222,Ransomware,Ransomware,3847727273,664,697,871,654,129,270,47,47,27027027,51753882,27027027,4,4,24,389,24,122,87,1,Activo3,riesgo
3223,Ransomware,Ransomware,3827272727,664,697,737,651,129,270,46,46,2662037,5150463,2662037,4,4,24,389,24,122,87,1,Activo12,riesgo
3224,Ransomware,Ransomware,3802325581,661,692,719,617,126,265,46,46,27495517,5260012,27495517,4,4,24,389,24,122,87,1,Activo3,riesgo
3225,Ransomware,Ransomware,3807142857,659,687,714,609,122,260,45,45,27573529,52696078,27573529,4,4,24,389,24,121,87,1,Activo18,riesgo
3226,Ransomware,Ransomware,3717073171,645,695,676,605,116,233,44,44,28460543,53686934,28460543,4,4,24,389,24,119,87,1,Activo8,riesgo
3227,Ransomware,Ransomware,38075,648,695,679,605,116,233,44,44,28552888,53861129,28552888,4,4,24,389,24,119,87,1,Activo5,riesgo
3228,Ransomware,Ransomware,38075,649,695,683,605,116,233,44,44,28589994,53931124,28589994,4,4,24,389,24,119,87,1,Activo9,riesgo
3229,Ransomware,Ransomware,3695555556,669,690,841,648,120,262,47,47,27517564,52693208,27517564,3,3,18,389,24,122,87,1,Activo18,riesgo
3230,Ransomware,Ransomware,3718604651,682,730,693,619,122,237,44,44,27278363,52696838,27278363,3,3,18,389,24,119,87,1,Activo19,riesgo
3231,Ransomware,Ransomware,3751111111,703,700,798,645,129,263,47,47,271206,51933064,271206,3,3,18,389,24,122,87,1,Activo10,riesgo
3232,Ransomware,Ransomware,3727659574,707,715,833,656,135,271,47,47,26154702,51196439,26154702,3,3,18,389,24,122,87,1,Activo20,riesgo
3233,Ransomware,Ransomware,3708510638,705,715,766,653,135,271,46,46,25770308,50980392,25770308,3,3,18,389,24,122,87,1,Activo7,riesgo
3234,Ransomware,Ransomware,3719565217,699,727,750,631,132,269,46,46,26315789,51487414,26315789,3,3,18,389,24,122,87,1,Activo2,riesgo
3235,Ransomware,Ransomware,3724444444,696,722,743,623,128,264,45,45,26377491,51582649,26377491,3,3,18,389,24,121,87,1,Activo15,riesgo
3236,Ransomware,Ransomware,3740909091,693,741,721,623,125,259,45,45,26962253,52127022,26962253,3,3,18,389,24,119,87,1,Activo10,riesgo
3237,Ransomware,Ransomware,3718604651,683,730,703,619,122,237,44,44,27227723,5259901,27227723,3,3,18,389,24,119,87,1,Activo19,riesgo
3238,Ransomware,Ransomware,3718604651,688,730,697,619,122,237,44,44,27261462,52664188,27261462,3,3,18,389,24,119,87,1,Activo4,riesgo
3239,Ransomware,Ransomware,3876190476,658,680,839,648,120,262,47,47,28076464,52568698,28076464,4,4,24,389,24,122,87,1,Activo7,riesgo
3240,Ransomware,Ransomware,3876190476,658,680,839,648,120,262,47,47,28076464,52568698,28076464,4,4,24,389,24,122,87,1,Activo19,riesgo
3241,Ransomware,Ransomware,3828947368,642,626,652,581,110,226,44,44,29749831,54766734,29749831,3,3,18,389,24,119,87,1,Activo1,riesgo
3242,Ransomware,Ransomware,3828947368,642,626,652,581,110,226,44,44,29749831,54766734,29749831,3,3,18,389,24,119,87,1,Activo9,riesgo
3243,Ransomware,Ransomware,3822727273,664,695,798,651,126,270,48,48,27761712,52631579,27761712,4,4,24,389,24,122,87,1,Activo18,riesgo
3244,Ransomware,Ransomware,3822727273,664,695,798,651,126,270,48,48,27761712,52631579,27761712,4,4,24,389,24,122,87,1,Activo12,riesgo
3245,Ransomware,Ransomware,3827272727,664,697,774,651,129,270,46,46,26604974,51474841,26604974,4,4,24,389,24,122,87,1,Activo1,riesgo
3246,Ransomware,Ransomware,3827272727,664,697,774,651,129,270,46,46,26604974,51474841,26604974,4,4,24,389,24,122,87,1,Activo13,riesgo
3247,Ransomware,Ransomware,3827272727,664,697,736,651,129,270,46,46,26635785,51534453,26635785,4,4,24,389,24,122,87,1,Activo7,riesgo
3248,Ransomware,Ransomware,3827272727,664,697,736,651,129,270,46,46,26635785,51534453,26635785,4,4,24,389,24,122,87,1,Activo12,riesgo
3249,Ransomware,Ransomware,3802325581,661,692,719,617,126,265,46,46,27495517,5260012,27495517,4,4,24,389,24,122,87,1,Activo7,riesgo
3250,Ransomware,Ransomware,3802325581,661,692,719,617,126,265,46,46,27495517,5260012,27495517,4,4,24,389,24,122,87,1,Activo9,riesgo
3251,Ransomware,Ransomware,3721428571,650,699,696,611,119,242,44,44,27655563,52796983,27655563,4,4,24,389,24,121,87,1,Activo5,riesgo
3252,Ransomware,Ransomware,3721428571,650,699,696,611,119,242,44,44,27655563,52796983,27655563,4,4,24,389,24,121,87,1,Activo10,riesgo
3253,Ransomware,Ransomware,38075,645,695,681,605,116,233,44,44,28571429,53896104,28571429,4,4,24,389,24,119,87,1,Activo7,riesgo
3254,Ransomware,Ransomware,38075,645,695,681,605,116,233,44,44,28571429,53896104,28571429,4,4,24,389,24,119,87,1,Activo19,riesgo
3255,Ransomware,Ransomware,38075,647,695,677,605,116,233,44,44,28608583,5396619,28608583,4,4,24,389,24,119,87,1,Activo6,riesgo
3256,Ransomware,Ransomware,38075,647,695,677,605,116,233,44,44,28608583,5396619,28608583,4,4,24,389,24,119,87,1,Activo1,riesgo
3257,Ransomware,Ransomware,38075,644,695,680,605,116,233,44,44,28645833,54036458,28645833,4,4,24,389,24,119,87,1,Activo7,riesgo
3258,Ransomware,Ransomware,38075,644,695,680,605,116,233,44,44,28645833,54036458,28645833,4,4,24,389,24,119,87,1,Activo20,riesgo
3259,Ransomware,Ransomware,3845238095,659,685,834,648,120,261,47,47,28296207,52980132,28296207,3,3,18,389,24,122,87,1,Activo11,riesgo
3260,Ransomware,Ransomware,3845238095,659,685,834,648,120,261,47,47,28296207,52980132,28296207,3,3,18,389,24,122,87,1,Activo6,riesgo
3261,Ransomware,Ransomware,3745,646,698,670,604,113,232,44,44,29119788,5493051,29119788,3,3,18,389,24,119,87,1,Activo10,riesgo
3262,Ransomware,Ransomware,3745,646,698,670,604,113,232,44,44,29119788,5493051,29119788,3,3,18,389,24,119,87,1,Activo4,riesgo
3263,Ransomware,Ransomware,3819047619,659,685,779,642,120,261,47,47,28484848,53333333,28484848,3,3,18,389,24,122,87,1,Activo17,riesgo
3264,Ransomware,Ransomware,3819047619,659,685,779,642,120,261,47,47,28484848,53333333,28484848,3,3,18,389,24,122,87,1,Activo11,riesgo
3265,Ransomware,Ransomware,3790909091,663,700,774,653,126,269,47,47,27421237,52508751,27421237,3,3,18,389,24,122,87,1,Activo7,riesgo
3266,Ransomware,Ransomware,3790909091,663,700,774,653,126,269,47,47,27421237,52508751,27421237,3,3,18,389,24,122,87,1,Activo1,riesgo
3267,Ransomware,Ransomware,3770454545,663,700,733,650,126,269,46,46,27027027,52291422,27027027,3,3,18,389,24,122,87,1,Activo8,riesgo
3268,Ransomware,Ransomware,3770454545,663,700,733,650,126,269,46,46,27027027,52291422,27027027,3,3,18,389,24,122,87,1,Activo11,riesgo
3269,Ransomware,Ransomware,3744186047,661,695,711,616,123,264,46,46,27912621,53398058,27912621,3,3,18,389,24,122,87,1,Activo9,riesgo
3270,Ransomware,Ransomware,3744186047,661,695,711,616,123,264,46,46,27912621,53398058,27912621,3,3,18,389,24,122,87,1,Activo16,riesgo
3271,Ransomware,Ransomware,3747619048,657,690,701,608,119,259,45,45,28037383,53582555,28037383,3,3,18,389,24,121,87,1,Activo11,riesgo
3272,Ransomware,Ransomware,3747619048,657,690,701,608,119,259,45,45,28037383,53582555,28037383,3,3,18,389,24,121,87,1,Activo5,riesgo
3273,Ransomware,Ransomware,3656097561,644,698,670,604,113,232,44,44,28947368,54605263,28947368,3,3,18,389,24,119,87,1,Activo19,riesgo
3274,Ransomware,Ransomware,3656097561,644,698,670,604,113,232,44,44,28947368,54605263,28947368,3,3,18,389,24,119,87,1,Activo3,riesgo
3275,Ransomware,Ransomware,3745,646,698,672,604,113,232,44,44,29042904,54785479,29042904,3,3,18,389,24,119,87,1,Activo19,riesgo
3276,Ransomware,Ransomware,3745,646,698,672,604,113,232,44,44,29042904,54785479,29042904,3,3,18,389,24,119,87,1,Activo5,riesgo
